video,subdomain,domain,top_level,response
what-they-havent-told-you-about-climate-change,www,britannica,com,200
what-they-havent-told-you-about-climate-change,www,heartland,org,403
what-they-havent-told-you-about-climate-change,www,heartland,org,403
what-they-havent-told-you-about-climate-change,www,climate,gov,200
what-they-havent-told-you-about-climate-change,www,livescience,com,200
what-they-havent-told-you-about-climate-change,www,prageru,com,200
what-they-havent-told-you-about-climate-change,www,bas,ac.uk,200
what-they-havent-told-you-about-climate-change,www,thegwpf,org,200
what-they-havent-told-you-about-climate-change,www,thegwpf,org,200
