video,subdomain,domain,top_level,response
is-there-really-a-climate-emergency,,ourworldindata,org,200
is-there-really-a-climate-emergency,www,amazon,com,500
is-there-really-a-climate-emergency,www,amazon,com,500
is-there-really-a-climate-emergency,www,amazon,com,500
is-there-really-a-climate-emergency,www,amazon,com,500
